event_date,event_type,description,source,created_at
2025-12-08T11:59:33Z,other,Quantum fuzzy spacetime may reshape gravity theory,Spaceflight News API,2025-12-23T12:10:13.962629
2025-12-08T11:59:33Z,launch,Space tested menstrual cup backs astronaut health on long missions,Spaceflight News API,2025-12-23T12:10:13.962650
2025-12-08T11:59:33Z,satellite_deployment,Spire soil data to support conflict early warning in Ethiopias Somali Region,Spaceflight News API,2025-12-23T12:10:13.962674
2025-12-08T11:29:18Z,security_event,"Avio Secures €35M Defence Contract, Expects €600M in New ESA Contracts",Spaceflight News API,2025-12-23T12:10:13.962694
2025-12-08T11:12:52Z,other,NASA extends agreement with CASIS for ISS national lab,Spaceflight News API,2025-12-23T12:10:13.962719
2025-12-08T10:00:00Z,launch,Artemis II Vehicle Manager Branelle Rodriguez Gets Orion Ready for “Go”,Spaceflight News API,2025-12-23T12:10:13.962740
2025-12-08T09:14:48Z,policy_or_corporate,Methane hint on TRAPPIST 1e seen as likely stellar noise not proof of an atmosphere,Spaceflight News API,2025-12-23T12:10:13.962768
2025-12-08T09:14:48Z,launch,Astrobotic lunar surface sensor to track cislunar traffic and security,Spaceflight News API,2025-12-23T12:10:13.962790
2025-12-08T09:14:48Z,satellite_deployment,TRAPPIST 1 flares mapped to probe planetary habitability,Spaceflight News API,2025-12-23T12:10:13.962814
2025-12-08T09:14:48Z,other,The World's Best Golf Resorts: Where Luxury Meets the Fairway,Spaceflight News API,2025-12-23T12:10:13.962844
2025-12-08T09:14:48Z,satellite_deployment,Supernova mixing traced as source of key life elements,Spaceflight News API,2025-12-23T12:10:13.962867
2025-12-08T09:14:48Z,launch,Martian sound study models acoustic signals in Jezero crater,Spaceflight News API,2025-12-23T12:10:13.962888
2025-12-08T04:55:37Z,launch,ArkEdge boosts 6U micro-satellite fleet with three-satellite AE5R launch,Spaceflight News API,2025-12-23T12:10:13.962908
2025-12-08T04:55:37Z,launch,"D-Orbit launches dual orbital transportation missions, passes 200-payload milestone",Spaceflight News API,2025-12-23T12:10:13.962928
2025-12-08T04:55:37Z,other,NASA backs WHOI effort to read organic signals from ocean worlds,Spaceflight News API,2025-12-23T12:10:13.962956
2025-12-08T04:55:37Z,launch,OroraTech expands GENA satellite platform with orbital testbed for scientific payloads,Spaceflight News API,2025-12-23T12:10:13.962976
2025-12-08T04:55:37Z,launch,ONE Bow River backs Odyssey Space Research growth in flight software and mission engineering,Spaceflight News API,2025-12-23T12:10:13.962998
2025-12-08T04:55:37Z,satellite_deployment,AAC Clyde Space secures ESA funding to develop Sirius EDGE on board computer,Spaceflight News API,2025-12-23T12:10:13.963021
2025-12-08T04:55:37Z,launch,Beyond Gravity positions new modular satellite platform for European LEO missions,Spaceflight News API,2025-12-23T12:10:13.963043
2025-12-08T04:55:37Z,policy_or_corporate,ESO signs MOSAIC deal for Extremely Large Telescope spectrograph,Spaceflight News API,2025-12-23T12:10:13.963068
2025-12-08T04:55:37Z,launch,Cedars-Sinai and Exobiosphere Partner to Launch Biomedical Research Aboard the Vast Haven-1 Space Station,Spaceflight News API,2025-12-23T12:10:13.963089
2025-12-07T21:34:44Z,other,"What’s Happening in Space Policy December 7-13, 2025",Spaceflight News API,2025-12-23T12:10:13.963112
2025-12-07T20:06:36Z,launch,"Live coverage: SpaceX to launch 3,000th Starlink satellite in 2025 on record-setting 32nd flight of Falcon 9 booster",Spaceflight News API,2025-12-23T12:10:13.963131
2025-12-07T18:30:42Z,other,"Guetlein defends Golden Dome secrecy, says industry is ‘well informed’ despite criticism",Spaceflight News API,2025-12-23T12:10:13.963156
2025-12-07T16:51:39Z,policy_or_corporate,China hearing focuses on U.S. policy shortfalls,Spaceflight News API,2025-12-23T12:10:13.963181
2025-12-07T15:55:12Z,launch,Live coverage: SpaceX to launch 28 Starlink satellites on Falcon 9 rocket from Vandenberg SFB,Spaceflight News API,2025-12-23T12:10:13.963201
2025-12-07T05:02:23Z,other,Bio-hybrid robots turn food waste into functional machines,Spaceflight News API,2025-12-23T12:10:13.963232
2025-12-07T05:02:23Z,other,Astronomers tighten expansion rate gap in universe measurements,Spaceflight News API,2025-12-23T12:10:13.963260
2025-12-07T05:02:23Z,other,Gravitational wave signals reveal dark matter around black holes,Spaceflight News API,2025-12-23T12:10:13.963289
2025-12-07T05:02:23Z,other,ISS to change commanders before Soyuz crew leaves orbit,Spaceflight News API,2025-12-23T12:10:13.963317
2025-12-07T05:02:23Z,policy_or_corporate,Subaru OASIS survey uncovers massive planet and brown dwarf,Spaceflight News API,2025-12-23T12:10:13.963345
2025-12-07T05:02:23Z,launch,NASA prepares long duration Antarctic balloon campaign to probe neutrinos and dark matter,Spaceflight News API,2025-12-23T12:10:13.963365
2025-12-07T05:02:23Z,launch,Digital twin successfully launched and deployed into space,Spaceflight News API,2025-12-23T12:10:13.963384
2025-12-07T05:02:23Z,other,New mass measurements refine X ray burst reaction flow,Spaceflight News API,2025-12-23T12:10:13.963412
2025-12-07T05:02:23Z,launch,NASA prepares new lunar dust and seismic studies for Artemis IV,Spaceflight News API,2025-12-23T12:10:13.963433
2025-12-07T05:02:23Z,launch,Sun-watcher SOHO celebrates thirty years,Spaceflight News API,2025-12-23T12:10:13.963454
2025-12-07T05:02:23Z,other,Stereo solar campaign links Inouye and Solar Orbiter data on tiny 'campfires',Spaceflight News API,2025-12-23T12:10:13.963483
2025-12-06T20:44:09Z,launch,SpaceX gets approval to build Starship launch complex at Cape Canaveral,Spaceflight News API,2025-12-23T12:10:13.963503
2025-12-06T17:20:26Z,other,Sugars Essential to Life Discovered on Bennu,Spaceflight News API,2025-12-23T12:10:13.963524
2025-12-06T02:05:41Z,other,Invention Challenge Brings Student Engineers to NASA JPL,Spaceflight News API,2025-12-23T12:10:13.963552
2025-12-05T22:22:14Z,security_event,Castelion raises $350 million to scale hypersonic missile production,Spaceflight News API,2025-12-23T12:10:13.963577
2025-12-05T19:59:41Z,launch,SpaceX gets Environmental Approval for Starship at SLC-37,Spaceflight News API,2025-12-23T12:10:13.963598
2025-12-05T19:56:31Z,other,NASA Wins Second Emmy Award for 2024 Total Solar Eclipse Broadcast,Spaceflight News API,2025-12-23T12:10:13.963626
2025-12-05T16:22:36Z,launch,Testing Drones for Mars in the Mojave Desert,Spaceflight News API,2025-12-23T12:10:13.963647
2025-12-05T14:52:57Z,policy_or_corporate,"International Space Station prepares for new commander, heads into final five years of planned operations",Spaceflight News API,2025-12-23T12:10:13.963672
2025-12-05T14:05:00Z,other,Week in images: 01-05 December 2025,Spaceflight News API,2025-12-23T12:10:13.963691
2025-12-05T14:00:18Z,launch,UK’s ESA Funding Cuts Reflect Tightened Priorities Amid Fiscal Uncertainty,Spaceflight News API,2025-12-23T12:10:13.963716
2025-12-05T12:55:49Z,launch,Northrop Grumman continues solid rocket motor development and test program,Spaceflight News API,2025-12-23T12:10:13.963735
2025-12-05T12:29:15Z,satellite_deployment,Hubble Spots a Storm of New Stars,Spaceflight News API,2025-12-23T12:10:13.963759
2025-12-05T12:10:10Z,launch,Orbex trails other European Launcher Challenge companies as U.K. delays funding decision,Spaceflight News API,2025-12-23T12:10:13.963778
2025-12-05T12:07:35Z,launch,China faces temporary emergency launch gap after space station lifeboat crisis,Spaceflight News API,2025-12-23T12:10:13.963797
2025-12-05T12:00:00Z,launch,"Surprisingly, this space economy isn’t for everyone",Spaceflight News API,2025-12-23T12:10:13.963819
2025-12-05T12:00:00Z,satellite_deployment,Mobile networks want to use the satellite airwaves we need to track climate change,Spaceflight News API,2025-12-23T12:10:13.963842
2025-12-05T09:21:11Z,other,Gels may have given early Earth chemistry a place to organize into life,Spaceflight News API,2025-12-23T12:10:13.963872
2025-12-05T09:21:11Z,satellite_deployment,UK plasma thruster test positions Pulsar Fusion for larger satellite propulsion,Spaceflight News API,2025-12-23T12:10:13.963896
2025-12-05T09:21:11Z,launch,Greece deploys first national ICEYE radar satellites for disaster monitoring,Spaceflight News API,2025-12-23T12:10:13.963916
2025-12-05T09:21:11Z,policy_or_corporate,NASA extends ISS National Lab management contract through 2030,Spaceflight News API,2025-12-23T12:10:13.963942
2025-12-05T09:21:11Z,launch,Italian Earth observation fleet gains eight new IRIDE satellites,Spaceflight News API,2025-12-23T12:10:13.963961
2025-12-05T09:21:11Z,policy_or_corporate,Congress warned that the U.S. faces a new space race with China,Spaceflight News API,2025-12-23T12:10:13.963989
2025-12-05T09:21:11Z,launch,Small satellite mission targets maritime activity monitoring from orbit,Spaceflight News API,2025-12-23T12:10:13.964009
2025-12-05T09:14:00Z,other,Hubble reobserves 3I/ATLAS,Spaceflight News API,2025-12-23T12:10:13.964035
2025-12-05T09:00:00Z,other,Earth from Space: Singing dunes and mysterious lakes,Spaceflight News API,2025-12-23T12:10:13.964053
2025-12-05T05:01:00Z,other,Senyar Swamps Sumatra,Spaceflight News API,2025-12-23T12:10:13.964075
2025-12-05T04:32:32Z,other,Getting Back to the Moon Before China No Sure Bet,Spaceflight News API,2025-12-23T12:10:13.964099
2025-12-05T03:25:18Z,security_event,"Satellite surge threatens space telescopes, astronomers warn",Spaceflight News API,2025-12-23T12:10:13.964117
2025-12-05T03:20:30Z,other,Vast spinning galaxy filament mapped in nearby Universe,Spaceflight News API,2025-12-23T12:10:13.964146
2025-12-05T03:20:30Z,launch,Isolation and bed rest volunteers sought for future spaceflight research,Spaceflight News API,2025-12-23T12:10:13.964167
2025-12-05T03:20:30Z,other,Trump NASA nominee aims to beat China in new Moon race,Spaceflight News API,2025-12-23T12:10:13.964195
2025-12-05T03:20:30Z,other,SwRI links Uranus radiation belt mystery to solar storm driven waves,Spaceflight News API,2025-12-23T12:10:13.964225
2025-12-05T03:20:30Z,other,Martian butterfly crater reveals low angle impact and buried lava history,Spaceflight News API,2025-12-23T12:10:13.964254
2025-12-05T03:20:30Z,launch,European rocket puts S.Korean satellite in orbit,Spaceflight News API,2025-12-23T12:10:13.964274
2025-12-04T22:54:52Z,launch,Congress told there needs to be “consequences” for NASA delays amid China’s rise,Spaceflight News API,2025-12-23T12:10:13.964293
2025-12-04T21:07:46Z,policy_or_corporate,Final proposals leave SpaceX and Amazon with 4% of $20 billion rural broadband subsidies,Spaceflight News API,2025-12-23T12:10:13.964319
2025-12-04T21:00:00Z,other,Washington Harbour deepens space portfolio with investment in Trusted Space,Spaceflight News API,2025-12-23T12:10:13.964344
2025-12-04T20:59:42Z,launch,NASA Selects 2 Instruments for Artemis IV Lunar Surface Science,Spaceflight News API,2025-12-23T12:10:13.964365
2025-12-04T20:36:54Z,satellite_deployment,How Starlink’s explosive growth is reshaping connectivity in an increasingly connected world,Spaceflight News API,2025-12-23T12:10:13.964391
2025-12-04T17:52:38Z,launch,"Welcome, Jared Isaacman",Spaceflight News API,2025-12-23T12:10:13.964418
2025-12-04T17:38:14Z,launch,NASA’s Nancy Grace Roman Space Telescope Completed,Spaceflight News API,2025-12-23T12:10:13.964439
2025-12-04T17:05:59Z,launch,Live coverage: SpaceX to launch 28 Starlink satellites on Falcon 9 rocket from Vandengerg SFB,Spaceflight News API,2025-12-23T12:10:13.964457
2025-12-04T16:41:07Z,other,"NASA Sets Coverage for Astronaut Jonny Kim, Crewmates Return",Spaceflight News API,2025-12-23T12:10:13.964486
2025-12-04T15:53:05Z,launch,Celestis Selects Stoke Space’s Nova for Infinite Flight: Humanity’s Next Deep-Space Memorial Mission,Spaceflight News API,2025-12-23T12:10:13.964509
2025-12-04T15:01:03Z,launch,NASA-JAXA XRISM Finds Elemental Bounty in Supernova Remnant,Spaceflight News API,2025-12-23T12:10:13.964533
2025-12-04T15:00:56Z,launch,ArianeGroup Receives Rear Heat Shield Mock-Up for ExoMars Mission,Spaceflight News API,2025-12-23T12:10:13.964557
2025-12-04T15:00:00Z,other,Comet 3I/ATLAS shows activity in Juice navigation camera teaser,Spaceflight News API,2025-12-23T12:10:13.964577
2025-12-04T15:00:00Z,launch,NASA Completes Nancy Grace Roman Space Telescope Construction,Spaceflight News API,2025-12-23T12:10:13.964599
2025-12-04T15:00:00Z,other,NASA Software Raises Bar for Aircraft Icing Research,Spaceflight News API,2025-12-23T12:10:13.964628
2025-12-04T14:31:40Z,launch,Orion hatch ‘blemish’ delays launch day rehearsal for Artemis 2 astronauts,Spaceflight News API,2025-12-23T12:10:13.964648
2025-12-04T14:20:21Z,launch,The shift that saved American spaceflight,Spaceflight News API,2025-12-23T12:10:13.964670
2025-12-04T12:38:24Z,launch,Roscosmos replaces cosmonaut on next Crew Dragon mission to ISS,Spaceflight News API,2025-12-23T12:10:13.964690
2025-12-04T12:00:00Z,satellite_deployment,The overlooked space race: keeping satellites alive,Spaceflight News API,2025-12-23T12:10:13.964712
2025-12-04T09:02:00Z,satellite_deployment,The 30-year journey of European satellite navigation,Spaceflight News API,2025-12-23T12:10:13.964735
2025-12-04T08:44:39Z,launch,ICEYE boosts SAR capacity with launch of five satellites for commercial and national missions,Spaceflight News API,2025-12-23T12:10:13.964755
2025-12-04T08:44:39Z,other,Solar telescope captures flare rich sunspot region in fine detail,Spaceflight News API,2025-12-23T12:10:13.964785
2025-12-04T08:44:39Z,policy_or_corporate,ESA Space Safety programme gains major funding increase,Spaceflight News API,2025-12-23T12:10:13.964813
2025-12-04T08:44:39Z,other,Martian dust devils found to generate electrical sparks,Spaceflight News API,2025-12-23T12:10:13.964841
2025-12-04T08:44:39Z,other,Chinese team runs long term Martian dust cycle simulation with GoMars model,Spaceflight News API,2025-12-23T12:10:13.964871
2025-12-04T08:44:39Z,launch,ICEYE boosts SAR capacity with launch of five satellites for commercial and national missions,Spaceflight News API,2025-12-23T12:10:13.964892
2025-12-04T08:44:39Z,launch,Beijing space lab targets orbital data centers for AI era,Spaceflight News API,2025-12-23T12:10:13.964912
2025-12-04T08:44:39Z,launch,SSC expands ground station access with SSC Go service for small satellites,Spaceflight News API,2025-12-23T12:10:13.964934
2025-12-04T08:44:39Z,other,Chinese team runs long term Martian dust cycle simulation with GoMars model,Spaceflight News API,2025-12-23T12:10:13.964961
2025-12-04T05:01:00Z,other,Hayli Gubbi’s Explosive First Impression,Spaceflight News API,2025-12-23T12:10:13.964983
2025-12-03T23:40:33Z,launch,Isaacman hearing overviews bold vision for NASA,Spaceflight News API,2025-12-23T12:10:13.965004
2025-12-03T23:31:35Z,other,"Isaacman’s Second Hearing Mostly Friendly, Nomination Could Clear Senate Soon",Spaceflight News API,2025-12-23T12:10:13.965029
2025-12-03T22:33:05Z,other,Eclipse Soundscapes Volunteers Still Engaged in Scientific Discovery Post-Eclipse,Spaceflight News API,2025-12-23T12:10:13.965059
2025-12-03T22:19:05Z,other,"Isaacman, senators emphasize urgency in returning humans to the moon",Spaceflight News API,2025-12-23T12:10:13.965087
2025-12-03T20:33:40Z,security_event,Missile Defense Agency clarifies ‘SHIELD’ vendor selection is not a Golden Dome preview,Spaceflight News API,2025-12-23T12:10:13.965106
2025-12-03T19:31:04Z,other,NASA nominee says now is the time for “action” to keep agency ahead of China,Spaceflight News API,2025-12-23T12:10:13.965129
2025-12-03T17:58:00Z,satellite_deployment,New ESA connection to advance robotics for lunar exploration,Spaceflight News API,2025-12-23T12:10:13.965150
2025-12-03T17:34:57Z,launch,A New Industrial Age in Orbit,Spaceflight News API,2025-12-23T12:10:13.965171
2025-12-03T16:58:13Z,policy_or_corporate,Student Art Murals at Johnson Celebrate 25 Years of Humanity in Space,Spaceflight News API,2025-12-23T12:10:13.965200
2025-12-03T16:31:37Z,policy_or_corporate,"NASA Rover Detects Electric Sparks in Mars Dust Devils, Storms",Spaceflight News API,2025-12-23T12:10:13.965231
2025-12-03T16:17:36Z,satellite_deployment,Hubble Seeks Clusters in ‘Lost Galaxy’,Spaceflight News API,2025-12-23T12:10:13.965257
2025-12-03T15:13:33Z,launch,CNES Found Liable for Destroying Protected Habitat at New Launch Facility,Spaceflight News API,2025-12-23T12:10:13.965280
2025-12-03T14:27:31Z,other,Jared Isaacman makes second appeal for NASA administrator position,Spaceflight News API,2025-12-23T12:10:13.965305
2025-12-03T14:00:00Z,satellite_deployment,SLI bets on satellite leasing with $200 million commitment to AscendArc,Spaceflight News API,2025-12-23T12:10:13.965330
2025-12-03T13:49:00Z,other,Rolling out the red carpet for Mars,Spaceflight News API,2025-12-23T12:10:13.965350
2025-12-03T13:41:46Z,policy_or_corporate,Space Force top buyer says rapid commercial innovation is reshaping military space strategy,Spaceflight News API,2025-12-23T12:10:13.965377
2025-12-03T13:39:56Z,launch,Hazardous Material Summary Tables (HMSTs),Spaceflight News API,2025-12-23T12:10:13.965401
2025-12-03T13:33:14Z,ground_infrastructure,Iridium wins five year US Space Force contract to upgrade EMSS infrastructure,Spaceflight News API,2025-12-23T12:10:13.965425
2025-12-03T13:33:14Z,other,JWST spots early Milky Way style spiral galaxy Alaknanda,Spaceflight News API,2025-12-23T12:10:13.965453
2025-12-03T13:33:14Z,policy_or_corporate,SPHERE debris disk survey maps hidden asteroid and comet belts in young planetary systems,Spaceflight News API,2025-12-23T12:10:13.965481
2025-12-03T13:33:14Z,launch,LandSpace ZQ 3 Y1 rocket reaches orbit on first reusable flight attempt,Spaceflight News API,2025-12-23T12:10:13.965501
2025-12-03T13:33:14Z,other,Micro nano robots aim to cut carbon buildup in closed life support systems,Spaceflight News API,2025-12-23T12:10:13.965530
2025-12-03T13:33:14Z,launch,Cosmic rays drive urgent search for better protection before crewed trips to Mars,Spaceflight News API,2025-12-23T12:10:13.965552
2025-12-03T13:33:14Z,launch,Bacterial partnership offers pathway to produce Mars regolith bricks for future habitats,Spaceflight News API,2025-12-23T12:10:13.965573
2025-12-03T13:33:14Z,launch,NASA desert drone trials refine navigation software for future Mars explorers,Spaceflight News API,2025-12-23T12:10:13.965595
2025-12-03T13:31:01Z,launch,Toxicology Analysis of Spacecraft Air,Spaceflight News API,2025-12-23T12:10:13.965617
2025-12-03T13:20:50Z,launch,China pushing for reusability milestone with Zhuque-3 launch and near-landing,Spaceflight News API,2025-12-23T12:10:13.965637
2025-12-03T12:00:00Z,satellite_deployment,Shield AI partners with Sedaro to demonstrate autonomous satellite operations,Spaceflight News API,2025-12-23T12:10:13.965661
2025-12-03T12:00:00Z,policy_or_corporate,Germany’s space defense strategy marks a turning point. Private investors must now respond,Spaceflight News API,2025-12-23T12:10:13.965688
2025-12-03T12:00:00Z,launch,The next steps in the quest for full rocket reusability,Spaceflight News API,2025-12-23T12:10:13.965709
2025-12-03T11:18:17Z,other,Antares raises $96 million for nuclear reactors on Earth and in space,Spaceflight News API,2025-12-23T12:10:13.965735
2025-12-03T10:17:00Z,satellite_deployment,EarthCARE lifts the clouds on climate models,Spaceflight News API,2025-12-23T12:10:13.965759
2025-12-03T10:00:00Z,other,A martian butterfly flaps its wings,Spaceflight News API,2025-12-23T12:10:13.965781
2025-12-03T09:03:55Z,launch,China consolidates new commercial space regulator and industry roadmap,Spaceflight News API,2025-12-23T12:10:13.965801
2025-12-03T09:03:55Z,launch,EIB launches Space TechEU finance program for European space sector,Spaceflight News API,2025-12-23T12:10:13.965821
2025-12-03T09:03:55Z,policy_or_corporate,Scientists trace ancient mega watersheds on Mars,Spaceflight News API,2025-12-23T12:10:13.965849
2025-12-03T09:03:55Z,other,Mars Rover Uncovers Evidence of Ancient Wet Climate in Jezero Crater,Spaceflight News API,2025-12-23T12:10:13.965878
2025-12-03T09:03:55Z,launch,AI eXpress 1 Plus completes first generation in orbit AI satellite trio,Spaceflight News API,2025-12-23T12:10:13.965898
2025-12-03T09:03:55Z,policy_or_corporate,SwRI opens NOUR lab to track chemical pathways from nebulae to planetary systems,Spaceflight News API,2025-12-23T12:10:13.965926
2025-12-03T09:03:55Z,launch,Mars clocks run ahead of Earth by microseconds each day,Spaceflight News API,2025-12-23T12:10:13.965947
2025-12-03T09:03:55Z,other,Space station reaches new record with all docking ports in use,Spaceflight News API,2025-12-23T12:10:13.965976
2025-12-03T09:03:55Z,satellite_deployment,Orbit Fab to lead ESA backed ASTRAL refuelling demo in orbit,Spaceflight News API,2025-12-23T12:10:13.965999
2025-12-03T09:03:55Z,launch,Leaf Space scales support for multi-satellite rideshare missions,Spaceflight News API,2025-12-23T12:10:13.966019
2025-12-03T09:03:55Z,policy_or_corporate,Helium escape mapped from superpuff exoplanet WASP 107b by JWST,Spaceflight News API,2025-12-23T12:10:13.966046
2025-12-03T09:03:55Z,other,Auroral radio signal offers new insight into intense magnetic storms,Spaceflight News API,2025-12-23T12:10:13.966075
2025-12-03T09:03:55Z,other,Hot dust near a nearby star system,Spaceflight News API,2025-12-23T12:10:13.966103
2025-12-03T09:03:55Z,launch,Roadmap sets circular economy agenda for space hardware and debris mitigation,Spaceflight News API,2025-12-23T12:10:13.966123
2025-12-03T06:54:21Z,launch,"Zhuque-3 reaches orbit on test flight, first stage lost during landing attempt",Spaceflight News API,2025-12-23T12:10:13.966143
2025-12-03T05:00:00Z,launch,NASA Astronaut Jonny Kim Advances Research Aboard Space Station,Spaceflight News API,2025-12-23T12:10:13.966164
2025-12-03T00:00:00Z,policy_or_corporate,Using AI to scan the Earth,Spaceflight News API,2025-12-23T12:10:13.966193
2025-12-03T00:00:00Z,policy_or_corporate,Leading the integration of commercial and military capabilities in space,Spaceflight News API,2025-12-23T12:10:13.966224
2025-12-03T00:00:00Z,policy_or_corporate,Spotting smaller wildfires sooner than ever,Spaceflight News API,2025-12-23T12:10:13.966253
2025-12-03T00:00:00Z,policy_or_corporate,"A vindication for NASA’s CLPS program, and a victory for Firefly",Spaceflight News API,2025-12-23T12:10:13.966283
2025-12-03T00:00:00Z,policy_or_corporate,Making seamless connections between D2D patchwork,Spaceflight News API,2025-12-23T12:10:13.966312
2025-12-03T00:00:00Z,policy_or_corporate,Teaming up to create multi-orbit broadband,Spaceflight News API,2025-12-23T12:10:13.966340
2025-12-03T00:00:00Z,policy_or_corporate,Sophisticated maneuvers from a new spacecraft,Spaceflight News API,2025-12-23T12:10:13.966369
2025-12-03T00:00:00Z,policy_or_corporate,Defending NASA science in the face of sweeping budget cuts,Spaceflight News API,2025-12-23T12:10:13.966398
2025-12-03T00:00:00Z,policy_or_corporate,Making multiple breakthroughs in spacecraft swarms,Spaceflight News API,2025-12-23T12:10:13.966427
2025-12-03T00:00:00Z,policy_or_corporate,Honoring a career opening doors for the commercial space sector,Spaceflight News API,2025-12-23T12:10:13.966457
2025-12-03T00:00:00Z,launch,A rapid deployment of a space traffic management platform,Spaceflight News API,2025-12-23T12:10:13.966480
2025-12-02T22:40:39Z,launch,Blue Origin unveils new spacecraft and New Glenn upgrades,Spaceflight News API,2025-12-23T12:10:13.966499
2025-12-02T21:12:39Z,satellite_deployment,NASA Awards Lunar Freezer System Contract,Spaceflight News API,2025-12-23T12:10:13.966524
2025-12-02T19:36:43Z,launch,NASA’s Fly Foundational Robots Demo to Bolster In-Space Infrastructure,Spaceflight News API,2025-12-23T12:10:13.966545
2025-12-02T17:30:01Z,other,Waxing Gibbous Moon,Spaceflight News API,2025-12-23T12:10:13.966572
2025-12-02T17:00:10Z,launch,"NASA Tests Drones in Death Valley, Preps for Martian Sands and Skies",Spaceflight News API,2025-12-23T12:10:13.966594
2025-12-02T15:44:09Z,launch,Isar Aerospace Awarded Contract to Launch EU In-Orbit Demo Mission,Spaceflight News API,2025-12-23T12:10:13.966618
2025-12-02T15:30:00Z,other,"Wary of picking just one, NASA nears important decision on a lunar rover selection",Spaceflight News API,2025-12-23T12:10:13.966638
2025-12-02T15:30:00Z,policy_or_corporate,The U.S. Senate vs. the Athena Plan — NASA on trial,Spaceflight News API,2025-12-23T12:10:13.966667
2025-12-02T14:55:04Z,launch,NASA’s Moon Rocket Celebrates 250 Years of American Innovation,Spaceflight News API,2025-12-23T12:10:13.966688
2025-12-02T14:00:00Z,launch,It’s time to give NASA an astrophysics nervous system,Spaceflight News API,2025-12-23T12:10:13.966709
2025-12-02T13:29:20Z,policy_or_corporate,"Sugars, ‘Gum,’ Stardust Found in NASA’s Asteroid Bennu Samples",Spaceflight News API,2025-12-23T12:10:13.966738
2025-12-02T13:00:00Z,policy_or_corporate,"BAE Systems, GlobalFoundries team up to modernize chipmaking for space",Spaceflight News API,2025-12-23T12:10:13.966761
2025-12-02T11:26:35Z,launch,South Korean team prepares BioCabinet payload for space biology research on Nuri rocket mission,Spaceflight News API,2025-12-23T12:10:13.966781
2025-12-02T11:26:35Z,launch,UAH CanSat and rover teams notch winning performances in 2025 national and international competitions,Spaceflight News API,2025-12-23T12:10:13.966801
2025-12-02T11:26:35Z,launch,Alen Space delivers ETRISat CubeSat to ETRI for upcoming launch on Korean Nuri rocket,Spaceflight News API,2025-12-23T12:10:13.966821
2025-12-02T11:26:35Z,launch,Mexico to launch its first microsatellite on SpaceX mission,Spaceflight News API,2025-12-23T12:10:13.966840
2025-12-02T11:26:35Z,launch,SatRev PW6U satellite checks in from orbit after Transporter 15 launch,Spaceflight News API,2025-12-23T12:10:13.966860
2025-12-02T11:26:35Z,security_event,SyLEx test rocket gives France new suborbital launch option,Spaceflight News API,2025-12-23T12:10:13.966879
2025-12-02T11:26:35Z,launch,New BlackSky satellite delivers rapid high-resolution imagery of strategic port operations,Spaceflight News API,2025-12-23T12:10:13.966898
2025-12-02T11:26:35Z,launch,Spire Global faces NYSE noncompliance as contract momentum collides with reporting delay,Spaceflight News API,2025-12-23T12:10:13.966920
2025-12-02T11:26:35Z,launch,AST SpaceMobile increases US manufacturing capacity with new sites for next generation satellite production,Spaceflight News API,2025-12-23T12:10:13.966940
2025-12-02T11:07:04Z,launch,Isar Aerospace wins launch contract for European tech demo satellite,Spaceflight News API,2025-12-23T12:10:13.966959
2025-12-02T11:00:00Z,other,The International Space Station Marks 25 Years of Continuous Human Presence,Spaceflight News API,2025-12-23T12:10:13.966988
2025-12-02T10:37:51Z,launch,Vega C launches South Korean satellite,Spaceflight News API,2025-12-23T12:10:13.967007
2025-12-02T10:01:00Z,launch,Sun-watcher SOHO celebrates thirty years,Spaceflight News API,2025-12-23T12:10:13.967026
2025-12-02T09:00:00Z,other,Webb observes a dance of dwarf galaxies,Spaceflight News API,2025-12-23T12:10:13.967045
2025-12-02T08:00:00Z,launch,"Proteus Space Launches First AI Designed Spacecraft, Sets Multiple Records",Spaceflight News API,2025-12-23T12:10:13.967065
2025-12-02T06:20:23Z,launch,Live coverage: SpaceX to launch 29 Starlink satellites on Falcon 9 rocket from Cape Canaveral,Spaceflight News API,2025-12-23T12:10:13.967083
2025-12-02T04:02:48Z,launch,Arianespace launches South Korean Earth observation satellite on Vega-C flight,Spaceflight News API,2025-12-23T12:10:13.967102
2025-12-01T23:33:43Z,satellite_deployment,Reditus Space joins reusable satellite wave with $7 million seed round,Spaceflight News API,2025-12-23T12:10:13.967124
2025-12-01T23:31:30Z,launch,Spire to build eight satellites for Deloitte’s on-orbit cybersecurity program,Spaceflight News API,2025-12-23T12:10:13.967144
2025-12-01T22:55:17Z,launch,Launch Roundup: Launch manifest to feature 10 launches during first week of December,Spaceflight News API,2025-12-23T12:10:13.967164
2025-12-01T20:57:26Z,other,What is AI? (Grades 5-8),Spaceflight News API,2025-12-23T12:10:13.967191
2025-12-01T20:06:23Z,launch,Live coverage: SpaceX to launch 60th Falcon 9 rocket from Vandenberg SFB in 2025,Spaceflight News API,2025-12-23T12:10:13.967209
2025-12-01T17:44:24Z,other,Sagittarius B2 Molecular Cloud,Spaceflight News API,2025-12-23T12:10:13.967236
2025-12-01T17:40:14Z,other,Space CEO explains why he believes private space stations are a viable business,Spaceflight News API,2025-12-23T12:10:13.967258
2025-12-01T15:50:00Z,other,Flooding in Sri Lanka,Spaceflight News API,2025-12-23T12:10:13.967284
2025-12-01T12:38:34Z,security_event,ArianeGroup Launches Inaugural Flight of Suborbital SyLEx Rocket,Spaceflight News API,2025-12-23T12:10:13.967304
