id,title,summary,news_site,published_at,updated_at,source
34490,Hubble Spots a Storm of New Stars,"This NASA/ESA Hubble Space Telescope image features a stormy and highly active spiral galaxy named NGC 1792. Located over 50 million light-years from Earth in the constellation Columba (the Dove), the bright glow of the galaxy’s center is offset by the flocculent and sparkling spiral arms swirling around it. NGC 1792 is just as fascinating […]",NASA,2025-12-05T12:29:15Z,2025-12-09T07:41:02.050741Z,Spaceflight News API
34484,Orbex trails other European Launcher Challenge companies as U.K. delays funding decision,"Orbex received far less funding than the other four ESA European Launcher Challenge companies after the U.K. deferred a decision on funding allocations.
The post Orbex trails other European Launcher Challenge companies as U.K. delays funding decision appeared first on SpaceNews.",SpaceNews,2025-12-05T12:10:10Z,2025-12-05T14:46:12.639115Z,Spaceflight News API
34485,China faces temporary emergency launch gap after space station lifeboat crisis,"China could be without emergency launch capability to Tiangong space station for months, leaving no rapid-response option for any new crisis following the Shenzhou-20 incident.
The post China faces temporary emergency launch gap after space station lifeboat crisis appeared first on SpaceNews.",SpaceNews,2025-12-05T12:07:35Z,2025-12-05T14:46:04.149200Z,Spaceflight News API
34483,"Surprisingly, this space economy isn’t for everyone","
Projections for the booming space economy often come with trillion-dollar headlines, but the lion’s share of near-term revenue looks destined for just a handful of massive constellations with the funds to invest in vertical integration. It’s relatively slim pickings for the many other manufacturers, launch providers and technology suppliers hoping to ride the wave. Manufacturing […]
The post Surprisingly, this space economy isn’t for everyone appeared first on SpaceNews.",SpaceNews,2025-12-05T12:00:00Z,2025-12-05T12:00:29.149355Z,Spaceflight News API
34482,Mobile networks want to use the satellite airwaves we need to track climate change,"
At next year’s World Radiocommunications Conference (WRC-25), governments will face a choice that goes to the heart of how we monitor our warming planet. Some regulators are wondering whether to […]
The post Mobile networks want to use the satellite airwaves we need to track climate change appeared first on SpaceNews.",SpaceNews,2025-12-05T12:00:00Z,2025-12-05T12:00:29.120965Z,Spaceflight News API
34477,Gels may have given early Earth chemistry a place to organize into life,"Berlin, Germany (SPX) Dec 03, 2025


An international team from Japan, Malaysia, the UK, and Germany has proposed that life on Earth may have emerged within sticky, surface-bound gels that formed before the first cells. The researchers argue that these prebiotic gels, attached to mineral or other surfaces, could have provided both structure and chemical environments that helped early chemistry progress toward biology. 

The tea",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T08:10:10.820701Z,Spaceflight News API
34475,UK plasma thruster test positions Pulsar Fusion for larger satellite propulsion,"London, UK (SPX) Dec 05, 2025


Pulsar Fusion and partners have tested what they describe as the largest space plasma engine yet fired in Britain, designed to provide high-thrust in-space propulsion for heavier satellites. The engine, which the company reports is roughly ten times larger than its previous plasma thrusters, was demonstrated at the University of Southampton on 29 January in a large vacuum chamber to replicate on",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T08:10:10.801197Z,Spaceflight News API
34478,Greece deploys first national ICEYE radar satellites for disaster monitoring,"Paris, France (SPX) Nov 28, 2025


Two new ICEYE radar satellites have entered service under Greece's National Small Satellite Programme, expanding the country's capacity to track floods, wildfires, landslides and other hazards as well as areas of security interest on land and at sea. 

The pair of synthetic aperture radar spacecraft were launched on 28 November 2025 on SpaceX's Transporter-15 rideshare mission from Vandenber",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T14:45:52.342339Z,Spaceflight News API
34474,NASA extends ISS National Lab management contract through 2030,"Washington DC (UPI) Dec 4, 2025


The Center for Advancement of Science in Space will continue to manage the International Space Station National Laboratory for at least another five years, CASIS announced on Thursday. 

CASIS has managed the ISS National Lab since 2011, after Congress created it to enable researchers to build a ""robust market"" in low Earth orbit by leveraging the unique environment that exists in space, CAS",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T08:10:10.794057Z,Spaceflight News API
34479,Italian Earth observation fleet gains eight new IRIDE satellites,"Paris, France (SPX) Nov 28, 2025


Italy's IRIDE Earth observation programme has expanded with the launch of eight Eaglet II satellites, adding a second constellation to the growing national fleet. The spacecraft rode into orbit on a Falcon 9 mission that lifted off from Vandenberg Space Force Base in California at 19:44 CET on 28 November, with deployment completed about an hour after launch and signals from all satellites later",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T14:45:56.158181Z,Spaceflight News API
34473,Congress warned that the U.S. faces a new space race with China,"Washington DC (UPI) Dec 4, 2025


The United States has entered a consequential new era of competition with China in space - one that lawmakers said will shape global power, economic security and military advantage for generations. 

House Science, Space and Technology Space and Aeronautics Subcommittee Chairman Mike Haridopolos, R-Fla., posed the issue during a hearing Thursday as a question for the future. 

""Will huma",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T08:10:10.774278Z,Spaceflight News API
34476,Small satellite mission targets maritime activity monitoring from orbit,"Berlin, Germany (SPX) Dec 03, 2025


The OTTER Optical Traffic Tracking Experiment for Responsive Space satellite has entered service in orbit to support maritime monitoring following its launch on 28 November 2025 into an orbit at about 500 kilometres altitude. The nanosatellite has a mass of roughly six kilograms, is comparable in size to a shoebox and deployed its solar panels and instruments after separation from the launcher.",SpaceDaily,2025-12-05T09:21:11Z,2025-12-05T14:45:47.352929Z,Spaceflight News API
34481,Hubble reobserves 3I/ATLAS,"The NASA/ESA Hubble Space Telescope reobserved interstellar comet 3I/ATLAS on 30 November with its Wide Field Camera 3 instrument. At the time, the comet was about 286 million kilometers from Earth. Hubble tracked the comet as it moved across the sky. As a result, background stars appear as streaks of light.",ESA,2025-12-05T09:14:00Z,2025-12-05T14:45:26.203594Z,Spaceflight News API
34480,Earth from Space: Singing dunes and mysterious lakes,From the ESA Blogs.,ESA,2025-12-05T09:00:00Z,2025-12-05T09:20:11.966149Z,Spaceflight News API
34491,Senyar Swamps Sumatra,"A rare tropical cyclone dropped torrential rains on the Indonesian island, fueling extensive and destructive floods.",NASA,2025-12-05T05:01:00Z,2025-12-05T16:10:06.520393Z,Spaceflight News API
34472,Getting Back to the Moon Before China No Sure Bet,"Republicans and Democrats on a House committee today shared common ground on not letting China outpace the United States in space, but witnesses were generally pessimistic that NASA is on […]",SpacePolicyOnline.com,2025-12-05T04:32:32Z,2025-12-05T04:40:14.836727Z,Spaceflight News API
34471,"Satellite surge threatens space telescopes, astronomers warn","Paris (AFP) Dec 3, 2025


 Light from the half a million satellites that humanity is planning to launch into Earth's orbit in the coming years could contaminate almost all the images taken by space telescopes, NASA astronomers warned Wednesday. 

Scientists have already been sounding the alarm about how light pollution from increasingly massive satellites threaten the future of dark skies seen from the ground. 

Now,",SpaceDaily,2025-12-05T03:25:18Z,2025-12-05T02:20:12.196580Z,Spaceflight News API
34465,Vast spinning galaxy filament mapped in nearby Universe,"Berlin, Germany (SPX) Dec 04, 2025


An international collaboration led by the University of Oxford has identified one of the largest rotating structures observed so far, a thin string of hydrogen-rich galaxies embedded in a spinning cosmic filament around 140 million light-years away. The work, published in Monthly Notices of the Royal Astronomical Society, offers new constraints on how large-scale structures influence the formati",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T02:10:11.301021Z,Spaceflight News API
34468,Isolation and bed rest volunteers sought for future spaceflight research,"Berlin, Germany (SPX) Dec 04, 2025


DLR and ESA are recruiting volunteers for two human research campaigns at the :envihab aerospace medicine facility in Cologne that will simulate key aspects of long duration missions beyond low Earth orbit. The SOLIS100 isolation study will place six participants in a confined, spacecraft like habitat for 100 days, while the SMC3 bed rest study will keep 12 volunteers in head down tilt for 60 da",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T02:10:11.531921Z,Spaceflight News API
34469,Trump NASA nominee aims to beat China in new Moon race,"Washington, United States (AFP) Dec 3, 2025


 Jared Isaacman, US President Donald Trump's two-time appointee to lead NASA, said it was his goal that the United States beat rival China in the race to return humans to the Moon, during a Senate confirmation hearing Wednesday. 

Isaacman, 42, a billionaire entrepreneur and private astronaut who is a close associate of Elon Musk, appeared during a rare second confirmation hearing that followed",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T02:10:11.550918Z,Spaceflight News API
34466,SwRI links Uranus radiation belt mystery to solar storm driven waves,"Los Angeles CA (SPX) Dec 04, 2025


SwRI scientists report that a reanalysis of Voyager 2 measurements suggests a powerful solar storm may explain why Uranus hosts an electron radiation belt far more intense than expected. They propose that a large-scale solar wind structure, known as a co-rotating interaction region, was passing through the Uranian system during the 1986 flyby, driving extreme space weather conditions that booste",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T02:10:11.349703Z,Spaceflight News API
34467,Martian butterfly crater reveals low angle impact and buried lava history,"Paris, France (SPX) Dec 04, 2025


ESA's Mars Express orbiter has observed an impact crater in Mars's northern lowlands whose shape resembles a butterfly, created when an incoming space rock struck the surface at a shallow angle. The main crater, which appears somewhat like a walnut from orbit, measures about 20 km east to west and 15 km north to south and sits within the Idaeus Fossae region. The impact threw material preferenti",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T14:45:14.610010Z,Spaceflight News API
34470,European rocket puts S.Korean satellite in orbit,"Kourou (AFP) Dec 1, 2025


 The European Vega C rocket blasted off into space on Monday, successfully putting a South Korean Kompsat-7 satellite into the Earth's orbit. 

After two delays, Vega C achieved lift-off from the Guiana Space Centre in French Guiana at 2:21 pm (1721 GMT), an AFP journalist saw, with a significant South Korean delegation that had made the trip to South America watching on. 

After 45 minutes o",SpaceDaily,2025-12-05T03:20:30Z,2025-12-05T14:45:21.834914Z,Spaceflight News API
34464,Congress told there needs to be “consequences” for NASA delays amid China’s rise,"""The Artemis III mission and those beyond should be canceled.""",Arstechnica,2025-12-04T22:54:52Z,2025-12-04T23:01:27.557986Z,Spaceflight News API
34462,Final proposals leave SpaceX and Amazon with 4% of $20 billion rural broadband subsidies,"
SpaceX and Amazon stand to get about 4% of the nearly $20 billion that states have proposed for rural broadband buildouts, representing roughly 21% of the locations under the federal BEAD program.
The post Final proposals leave SpaceX and Amazon with 4% of $20 billion rural broadband subsidies appeared first on SpaceNews.",SpaceNews,2025-12-04T21:07:46Z,2025-12-04T21:20:19.186396Z,Spaceflight News API
34463,Washington Harbour deepens space portfolio with investment in Trusted Space,"
This investment follows Washington Harbour’s earlier moves into space technology.
The post Washington Harbour deepens space portfolio with investment in Trusted Space appeared first on SpaceNews.",SpaceNews,2025-12-04T21:00:00Z,2025-12-04T21:20:19.214799Z,Spaceflight News API
34492,NASA Selects 2 Instruments for Artemis IV Lunar Surface Science,NASA has selected two science instruments designed for astronauts to deploy on the surface of the Moon during the Artemis IV mission to the lunar south polar region. The instruments will improve our knowledge of the lunar environment to support NASA’s further exploration of the Moon and beyond to Mars.  “The Apollo Era taught us that […],NASA,2025-12-04T20:59:42Z,2025-12-09T07:40:57.630934Z,Spaceflight News API
34461,How Starlink’s explosive growth is reshaping connectivity in an increasingly connected world,"
Part 2 of our Understanding the SpaceX-Era Economy series examines how Starlink’s explosive growth is reshaping connectivity in an increasingly connected world, pushing satellite broadband from a niche service into the mainstream and redefining expectations for ubiquitous access.
The post How Starlink’s explosive growth is reshaping connectivity in an increasingly connected world appeared first on SpaceNews.",SpaceNews,2025-12-04T20:36:54Z,2025-12-04T20:40:19.273166Z,Spaceflight News API
34460,"Welcome, Jared Isaacman","
Welcome, Jared Isaacman. We who love NASA, or at least the idea of NASA, wish you the very best in taking leadership of the great American space agency. You seem to be an agent for change and NASA sorely needs that. Its human spaceflight program, which garners most of its public attention and financial support, […]
The post Welcome, Jared Isaacman appeared first on SpaceNews.",SpaceNews,2025-12-04T17:52:38Z,2025-12-04T18:00:33.906397Z,Spaceflight News API
34459,NASA’s Nancy Grace Roman Space Telescope Completed,"Two technicians look up at NASA’s Nancy Grace Roman Space Telescope after its inner and outer segments were connected at the agency’s Goddard Space Flight Center in Greenbelt, Maryland on Nov. 25, 2025. This marked the end of Roman’s construction. After final testing, the telescope will move to the launch site at NASA’s Kennedy Space […]",NASA,2025-12-04T17:38:14Z,2025-12-05T14:45:06.429200Z,Spaceflight News API
34458,Live coverage: SpaceX to launch 28 Starlink satellites on Falcon 9 rocket from Vandengerg SFB,The Starlink 11-25 mission will see the Falcon 9 rocket fly on a south-easterly trajectory upon leaving the pad. SpaceX is targeting liftoff from pad 4E at Vandenberg Space Force Base at 12:42 p.m. PST (3:42 p.m. EST / 2042 UTC).,Spaceflight Now,2025-12-04T17:05:59Z,2025-12-05T14:43:16.029412Z,Spaceflight News API
34457,"NASA Sets Coverage for Astronaut Jonny Kim, Crewmates Return","NASA astronaut Jonny Kim, accompanied by Roscosmos cosmonauts Sergey Ryzhikov and Alexey Zubritsky, is preparing to depart the International Space Station aboard the Soyuz MS-27 spacecraft and return to Earth. Kim, Ryzhikov, and Zubritsky will undock from the station’s Prichal module at 8:41 p.m. EST on Monday, Dec. 8, headed for a parachute-assisted landing at […]",NASA,2025-12-04T16:41:07Z,2025-12-05T14:43:09.424104Z,Spaceflight News API
34456,Celestis Selects Stoke Space’s Nova for Infinite Flight: Humanity’s Next Deep-Space Memorial Mission,"
HOUSTON, TX – December 3, 2025 – For more than three decades, Celestis, Inc. has transformed remembrance into exploration, sending the names, ashes, and DNA of pioneers and visionaries into […]
The post Celestis Selects Stoke Space’s Nova for Infinite Flight: Humanity’s Next Deep-Space Memorial Mission appeared first on SpaceNews.",SpaceNews,2025-12-04T15:53:05Z,2025-12-04T16:10:18.629052Z,Spaceflight News API
34493,NASA-JAXA XRISM Finds Elemental Bounty in Supernova Remnant,"For the first time, scientists have made a clear X-ray detection of chlorine and potassium in the wreckage of a star using data from the Japan-led XRISM (X-ray Imaging and Spectroscopy Mission) spacecraft. The Resolve instrument aboard XRISM, pronounced “crism,” discovered these elements in a supernova remnant called Cassiopeia A or Cas A, for short. […]",NASA,2025-12-04T15:01:03Z,2025-12-09T07:40:39.770020Z,Spaceflight News API
34455,ArianeGroup Receives Rear Heat Shield Mock-Up for ExoMars Mission,"French tooling manufacturer Loiretech has delivered a second component of a mock-up of the ExoMars heat shield to ArianeGroup’s facilities in Saint-Médard-en-Jalles. The development of the European Space Agency’s (ESA) revised ExoMars mission, which will deliver the Rosalind Franklin rover to the surface of the Red Planet, is being led by Thales Alenia Space under […]
The post ArianeGroup Receives Rear Heat Shield Mock-Up for ExoMars Mission appeared first on European Spaceflight.",European Spaceflight,2025-12-04T15:00:56Z,2025-12-05T14:41:55.535589Z,Spaceflight News API
34453,NASA Completes Nancy Grace Roman Space Telescope Construction,"NASA’s next big eye on the cosmos is now fully assembled. On Nov. 25, technicians joined the inner and outer portions of the Nancy Grace Roman Space Telescope in the largest clean room at the agency’s Goddard Space Flight Center in Greenbelt, Maryland. “Completing the Roman observatory brings us to a defining moment for the […]",NASA,2025-12-04T15:00:00Z,2025-12-05T14:41:44.921166Z,Spaceflight News API
34450,Comet 3I/ATLAS shows activity in Juice navigation camera teaser,From the ESA Blogs.,ESA,2025-12-04T15:00:00Z,2025-12-05T14:41:40.026557Z,Spaceflight News API
34454,NASA Software Raises Bar for Aircraft Icing Research,"When flying in certain weather conditions, tiny freezing water droplets floating in the air can pose a risk to aircraft. If not taken into consideration, these water droplets can accumulate on an aircraft as ice and pose a safety risk.  But NASA software tools such as Glenn Icing Computational Environment (GlennICE) are working to keep […]",NASA,2025-12-04T15:00:00Z,2025-12-04T15:11:10.848466Z,Spaceflight News API
34452,Orion hatch ‘blemish’ delays launch day rehearsal for Artemis 2 astronauts,The temporary issue caused the agency to reorient its planned order of pre-rollout tests within the Vehicle Assembly Building. The agency continues to target an early February launch of the mission.,Spaceflight Now,2025-12-04T14:31:40Z,2025-12-05T14:41:34.724001Z,Spaceflight News API
34451,The shift that saved American spaceflight,"
In this episode, former NASA commercial space division chief Phil McAlister sits down with host David Ariosto for a wide-ranging conversation about the future of human spaceflight, NASA’s internal culture, and the explosive growth of the commercial space sector.
The post The shift that saved American spaceflight appeared first on SpaceNews.",SpaceNews,2025-12-04T14:20:21Z,2025-12-04T14:22:18.119130Z,Spaceflight News API
34449,Roscosmos replaces cosmonaut on next Crew Dragon mission to ISS,"Roscosmos has replaced a cosmonaut assigned to the next Crew Dragon mission to the International Space Station for reasons neither it nor NASA will disclose.
The post Roscosmos replaces cosmonaut on next Crew Dragon mission to ISS appeared first on SpaceNews.",SpaceNews,2025-12-04T12:38:24Z,2025-12-05T14:41:26.125652Z,Spaceflight News API
34448,The overlooked space race: keeping satellites alive,"
U.S. Space Command’s push for “dynamic space operations” — the ability to maneuver in orbit without worrying about running dry — demands logistics the military has never had. 
The post The overlooked space race: keeping satellites alive appeared first on SpaceNews.",SpaceNews,2025-12-04T12:00:00Z,2025-12-04T12:04:04.172719Z,Spaceflight News API
34898,The 30-year journey of European satellite navigation,"In 2025, Europe celebrated the 30th anniversary of satellite navigation on the continent, a milestone built on decades of innovation, collaboration and excellence. Three decades of challenges and triumphs that have shaped the navigation systems we rely on today: EGNOS and Galileo, and that serve as legacy to building the satellite navigation systems of tomorrow.",ESA,2025-12-04T09:02:00Z,2025-12-19T09:40:57.575649Z,Spaceflight News API
34446,Martian dust devils found to generate electrical sparks,"Paris, France (SPX) Nov 27, 2025

Electric discharges have been detected inside dust devils and dust storms on Mars for the first time, using sound recordings from the SuperCam microphone on NASAs Perseverance rover. Scientists from CNRS, Universite de Toulouse and Observatoire de Paris PSL analysed these signals and identified them as the acoustic and electromagnetic signatures of electrical activity within Martian dust events.",SpaceDaily,2025-12-04T08:44:39Z,2025-12-05T14:41:06.421400Z,Spaceflight News API
34438,NASA rover hears electric crackles inside Mars dust devils,"Pasadena CA (JPL) Dec 04, 2025


NASA's Perseverance rover has directly detected tiny electrical sparks and associated shock waves inside Martian dust devils, confirming that the Red Planet's ubiquitous whirlwinds can generate ""mini-lightning"" through charged dust. Using the SuperCam instrument's microphone and electromagnetic sensors, the team identified brief crackles and pressure spikes that reveal triboelectric discharges o",SpaceDaily,2025-12-04T08:44:39Z,2025-12-05T14:40:25.211805Z,Spaceflight News API
34439,LandSpace reviews booster loss after Zhuque-3 reusable rocket test,"Tokyo, Japan (SPX) Dec 04, 2025


LandSpace has begun a detailed analysis of its first Zhuque-3 (ZQ 3) orbital test after the reusable rocket's booster was lost during an attempted landing, even as the mission's upper stage reached its planned orbit. The flight, conducted from the Jiuquan Satellite Launch Center, marked China's first orbital-class launch attempt with a stainless-steel methane-fueled vehicle designed from the out",SpaceDaily,2025-12-04T08:44:39Z,2025-12-05T14:40:31.812765Z,Spaceflight News API
34441,ESA Space Safety programme gains major funding increase,"Paris, France (SPX) Nov 28, 2025


European Space Agency member states have approved 955 million euros for the agency's Space Safety programme for the next three years, about 30 percent more than the previous funding level and above the amount requested in the CM25 proposal. The allocation represents roughly 4 percent of ESA's total budget over the same period and fully finances the programme's planned activities, including the R",SpaceDaily,2025-12-04T08:44:39Z,2025-12-04T07:40:11.044443Z,Spaceflight News API
34444,Solar telescope captures flare rich sunspot region in fine detail,"Berlin, Germany (SPX) Nov 28, 2025


Scientists using the GREGOR solar telescope in Tenerife have obtained a rare series of high resolution observations of the active region NOAA 14274, a sunspot group that generated two X class solar flares and several fast coronal mass ejections in November 2025. The team followed the evolution of the Suns most flare productive region of the year and linked the eruptions to auroras seen on Earth",SpaceDaily,2025-12-04T08:44:39Z,2025-12-04T07:40:11.077250Z,Spaceflight News API
34442,ICEYE boosts SAR capacity with launch of five satellites for commercial and national missions,"Los Angeles CA (SPX) Nov 28, 2025


ICEYE has placed five new Synthetic Aperture Radar (SAR) satellites into orbit, extending its commercial constellation and adding spacecraft for several national customers. The satellites rode to space on SpaceX's Transporter-15 rideshare mission launched on November 26, 2025, from Vandenberg Space Force Base in California, after integration by Exolaunch. Each spacecraft has established communic",SpaceDaily,2025-12-04T08:44:39Z,2025-12-05T14:40:47.709206Z,Spaceflight News API
34445,Beijing space lab targets orbital data centers for AI era,"Tokyo, Japan (SPX) Nov 28, 2025


An institute in Beijing plans to launch its first high-computing-power experimental satellites by late 2025 or early 2026 as part of a wider effort to move intensive data processing into orbit while easing pressure on power and land resources on the ground. 

Zhang Shancong, director of the Beijing Astro-future Institute of Space Technology and chief scientist at Beijing Orbit Twilight Techn",SpaceDaily,2025-12-04T08:44:39Z,2025-12-04T07:40:11.091492Z,Spaceflight News API
34443,SSC expands ground station access with SSC Go service for small satellites,"Berlin, Germany (SPX) Nov 28, 2025


SSC has introduced SSC Go, a ground segment service built around a global network of 4 meter class antennas operating in S band, X band and Ka band for Low Earth Orbit missions. The service targets operators of small satellites and constellations that require frequent contact opportunities and rapid data return from spacecraft. 

Through SSC Go, customers can access a set of ground stations",SpaceDaily,2025-12-04T08:44:39Z,2025-12-04T07:40:11.066610Z,Spaceflight News API
34440,Chinese team runs long term Martian dust cycle simulation with GoMars model,"Tokyo, Japan (SPX) Dec 04, 2025


Chinese researchers have used a self-developed next generation Mars general circulation model, known as GoMars, to carry out a comprehensive simulation of the Martian dust cycle spanning 50 Martian years. The work aims to capture how airborne dust evolves over time and to provide a basis for more reliable Martian weather forecasts and climate projections. 

The team at the Institute of Atmos",SpaceDaily,2025-12-04T08:44:39Z,2025-12-04T07:40:11.027384Z,Spaceflight News API
34494,Hayli Gubbi’s Explosive First Impression,"In its first documented eruption, the Ethiopian volcano sent a plume of gas and ash drifting across continents.",NASA,2025-12-04T05:01:00Z,2025-12-05T16:10:06.847528Z,Spaceflight News API
34437,Isaacman hearing overviews bold vision for NASA,"In an encore performance before the U.S. Senate Committee on Commerce, Science, and Transportation, entrepreneur…
The post Isaacman hearing overviews bold vision for NASA appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-12-03T23:40:33Z,2025-12-03T23:42:15.415291Z,Spaceflight News API
34436,"Isaacman’s Second Hearing Mostly Friendly, Nomination Could Clear Senate Soon","Jared Isaacman’s nomination to be NASA Administrator could be approved by the Senate in the next three weeks. During his mostly-friendly second confirmation hearing today, the top Republican and Democrat […]",SpacePolicyOnline.com,2025-12-03T23:31:35Z,2025-12-03T23:33:03.928158Z,Spaceflight News API
34495,Eclipse Soundscapes Volunteers Still Engaged in Scientific Discovery Post-Eclipse,"The NASA Science Activation project Eclipse Soundscapes (ES), led by ARISA Lab in Medford, Massachusetts, helps learners of all ages explore NASA science through multisensory learning and participatory science opportunities. In the weeks surrounding the 2023 annular solar eclipse and the 2024 total solar eclipse, Eclipse Soundscapes invited volunteer Data Collectors to use AudioMoth acoustic […]",NASA,2025-12-03T22:33:05Z,2025-12-05T16:10:06.857661Z,Spaceflight News API
34435,"Isaacman, senators emphasize urgency in returning humans to the moon","
Senate Commerce Committee leaders said they hope to swiftly confirm Jared Isaacman as NASA administrator as he delivered a “message of urgency” about returning astronauts to the moon before China.
The post Isaacman, senators emphasize urgency in returning humans to the moon appeared first on SpaceNews.",SpaceNews,2025-12-03T22:19:05Z,2025-12-03T22:20:18.489450Z,Spaceflight News API
34434,Missile Defense Agency clarifies ‘SHIELD’ vendor selection is not a Golden Dome preview,"
MDA selected 1,014 vendors for the Scalable Homeland Innovative Enterprise Layered Defense (SHIELD) program
The post Missile Defense Agency clarifies ‘SHIELD’ vendor selection is not a Golden Dome preview appeared first on SpaceNews.",SpaceNews,2025-12-03T20:33:40Z,2025-12-03T20:40:25.448268Z,Spaceflight News API
34433,NASA nominee says now is the time for “action” to keep agency ahead of China,"""We are in a great competition with a rival that has the will and means to challenge American exceptionalism.""",Arstechnica,2025-12-03T19:31:04Z,2025-12-03T19:42:05.092103Z,Spaceflight News API
34420,New ESA connection to advance robotics for lunar exploration,Engineers are using a satellite link between two European Space Agency facilities to advance teleoperated robotics systems that could enable future lunar explorers to study the Moon from afar.,ESA,2025-12-03T17:58:00Z,2025-12-03T13:30:13.133979Z,Spaceflight News API
34432,A New Industrial Age in Orbit,"
For decades, building a space mission meant a hard choice between two imperfect models. The first was the traditional prime: capable, proven, and thorough, but slow and expensive. Customers paid […]
The post A New Industrial Age in Orbit appeared first on SpaceNews.",SpaceNews,2025-12-03T17:34:57Z,2025-12-03T17:42:40.837617Z,Spaceflight News API
34431,Student Art Murals at Johnson Celebrate 25 Years of Humanity in Space,"Select walls at NASA’s Johnson Space Center have been transformed into works of art. Each piece reflects creativity, collaboration, and the spirit of discovery. Painted by Texas students, the murals honor the legacy of the International Space Station and 25 years of continuous human presence in space.  The International Space Station Program Mural Project began […]",NASA,2025-12-03T16:58:13Z,2025-12-03T17:00:06.792062Z,Spaceflight News API
34430,"NASA Rover Detects Electric Sparks in Mars Dust Devils, Storms","Perseverance confirmed a long-suspected phenomenon in which electrical discharges and their associated shock waves can be born within Red Planet mini-twisters. NASA’s Perseverance Mars rover has recorded the sounds of electrical discharges —sparks — and mini-sonic booms in dust devils on Mars. Long theorized, the phenomenon has now been confirmed through audio and electromagnetic recordings […]",NASA,2025-12-03T16:31:37Z,2025-12-05T14:40:20.316518Z,Spaceflight News API
34429,Hubble Seeks Clusters in ‘Lost Galaxy’,"This NASA/ESA Hubble Space Telescope image features the spiral galaxy NGC 4535, which is situated about 50 million light-years away in the constellation Virgo (the Maiden). Through a small telescope, this galaxy appears extremely faint, giving it the nickname ‘Lost Galaxy’. With a mirror spanning nearly eight feet (2.4 meters) across and its location above Earth’s light-obscuring […]",NASA,2025-12-03T16:17:36Z,2025-12-05T14:40:15.511215Z,Spaceflight News API
34427,CNES Found Liable for Destroying Protected Habitat at New Launch Facility,"The French Space Agency, CNES, has been found liable for destroying protected habitats on the grounds of the former Diamant launch facility, which is now being redeveloped to support a new commercial launch site and the testing of reusable demonstrators. The agency has been ordered to repair the damage within three years or face a […]
The post CNES Found Liable for Destroying Protected Habitat at New Launch Facility appeared first on European Spaceflight.",European Spaceflight,2025-12-03T15:13:33Z,2025-12-03T15:20:14.962399Z,Spaceflight News API
34426,Jared Isaacman makes second appeal for NASA administrator position,"This will be the second hearing for the commercial astronaut, billionaire and entrepreneur following his first go around in April. This hearing is scheduled for Dec. 3 beginning at 10 a.m. EST (1500 UTC). ",Spaceflight Now,2025-12-03T14:27:31Z,2025-12-03T14:30:22.340462Z,Spaceflight News API
34425,SLI bets on satellite leasing with $200 million commitment to AscendArc,"
TAMPA, Fla. — Asset-financing specialist SLI plans to buy two small GEO satellites from U.S. startup AscendArc in a deal valued at more than $200 million, betting that operators will increasingly choose to lease spacecraft rather than buy them outright.
The post SLI bets on satellite leasing with $200 million commitment to AscendArc appeared first on SpaceNews.",SpaceNews,2025-12-03T14:00:00Z,2025-12-03T14:10:18.501786Z,Spaceflight News API
34447,Rolling out the red carpet for Mars,From the ESA Blogs.,ESA,2025-12-03T13:49:00Z,2025-12-05T14:38:51.514716Z,Spaceflight News API
34424,Space Force top buyer says rapid commercial innovation is reshaping military space strategy,"
Speaking at the 2025 SpaceNews Icon Awards, Purdy said the pace of progress outside government is setting the agenda for how the service develops technology.
The post Space Force top buyer says rapid commercial innovation is reshaping military space strategy appeared first on SpaceNews.",SpaceNews,2025-12-03T13:41:46Z,2025-12-03T13:50:24.853790Z,Spaceflight News API
34421,Hazardous Material Summary Tables (HMSTs),"Hazardous Materials Summary Tables (HMSTs) are a compilation of the chemical, biological, and flammability hazards of materials on a given flight or mission. HMSTs are required by Safety for all Programs, including but not limited to ISS, Commercial Crew Program (CCP), Multi Purpose Crew Vehicle (MPCV), and Gateway. Johnson Space Center (JSC) toxicologists evaluate the […]",NASA,2025-12-03T13:39:56Z,2025-12-03T13:40:06.209071Z,Spaceflight News API
34418,Iridium wins five year US Space Force contract to upgrade EMSS infrastructure,"Los Angeles CA (SPX) Dec 03, 2025


Iridium Communications Inc. has secured a five year indefinite delivery and indefinite quantity contract from the US Space Force Space Systems Command Commercial Space Office worth up to 85.8 million dollars. 

The System Infrastructure Transformation and Hybridization contract covers technology refreshes, lifecycle upgrades, and security improvements for the Enhanced Mobile Satellite Servic",SpaceDaily,2025-12-03T13:33:14Z,2025-12-03T12:30:12.851459Z,Spaceflight News API
